CBO before,CBO after,,WMC before,WMC after,,DIT before,DIT after,,NOC before,NOC after,,LCOM5 before,LCOM5 after,,CC before,CC after,,loc before,loc after,,LLOC before,LLOC after,,RFC before,RFC after,,CLOC before,CLOC after,,NOA before,NOA after,,NPM before,NPM after
,,,,,,,,,,,,,,,0,1,,8,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,8,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,8,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,8,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,1,,8,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,8,19,,8,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,8,19,,8,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,28,,8,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,8,28,,8,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,8,7,,8,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,7,,8,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,8,57,,8,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,8,57,,8,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0,,8,57,,8,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,8,57,,8,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,8,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,10,,8,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,10,,8,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,34,,8,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,34,,8,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,3,,8,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,3,,8,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,4,,8,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,8,4,,8,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,8,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,4,,8,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,4,,8,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,12,,8,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,12,,8,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,8,12,,8,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,8,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,12,,8,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,9,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,6,,8,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,9,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,9,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,9,41,,8,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,1,,9,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,14,,8,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,9,19,,8,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,9,19,,8,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,28,,8,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,9,28,,8,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,9,7,,8,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,7,,8,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,9,57,,8,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,9,57,,8,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0,,9,57,,8,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,57,,8,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,9,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,11,,8,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,10,,8,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,10,,8,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,34,,8,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,34,,8,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,3,,8,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,3,,8,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,4,,8,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,4,,8,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,9,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,4,,8,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,4,,8,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,12,,8,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,12,,8,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,9,12,,8,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,9,1,,8,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,4,19,,4,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,4,19,,4,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,28,,4,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,28,,4,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,7,,4,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,7,,4,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,4,57,,4,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,4,57,,4,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0,,4,57,,4,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,57,,4,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,10,,4,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,10,,4,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,34,,4,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,34,,4,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,12,,4,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,12,,4,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,12,,4,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,12,,4,12,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,6,,4,6,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,0,,4,41,,4,32,,,,,3,18,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,14,,4,14,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,4,19,,4,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.555556,,4,19,,4,18,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,28,,4,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,28,,4,25,,,,,3,1,,,,,,
,,,,,,,,,,,,,,,0,0,,4,7,,4,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,7,,4,7,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,4,57,,4,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0.578313,,4,57,,4,49,,,,,3,4,,,,,,
,,,,,,,,,,,,,,,0,0,,4,57,,4,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,57,,4,48,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,11,,4,11,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,10,,4,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,10,,4,10,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,34,,4,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,34,,4,32,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,3,,4,3,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,3,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,4,,4,4,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,12,,4,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,12,,4,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,1,,4,12,,4,12,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,0,0,,4,1,,4,1,,,,,3,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0.555556,,13,19,,13,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0.555556,,13,19,,13,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,28,,13,25,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,1,0,,13,28,,13,25,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,1,0,,13,7,,13,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,7,,13,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0.578313,,13,57,,13,49,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,1,0.578313,,13,57,,13,49,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,1,0,,13,57,,13,48,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,57,,13,48,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,10,,13,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,10,,13,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,34,,13,32,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,34,,13,32,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,3,,13,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,3,,13,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,12,,13,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,12,,13,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,12,,13,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,12,,13,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,6,,13,6,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,0,,13,41,,13,32,,,,,0,18,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,14,,13,14,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0.555556,,13,19,,13,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0.555556,,13,19,,13,18,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,28,,13,25,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,1,0,,13,28,,13,25,,,,,0,1,,,,,,
,,,,,,,,,,,,,,,1,0,,13,7,,13,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,7,,13,7,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0.578313,,13,57,,13,49,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,1,0.578313,,13,57,,13,49,,,,,0,4,,,,,,
,,,,,,,,,,,,,,,1,0,,13,57,,13,48,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,57,,13,48,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,11,,13,11,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,10,,13,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,10,,13,10,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,34,,13,32,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,34,,13,32,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,3,,13,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,3,,13,3,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,4,,13,4,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,12,,13,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,12,,13,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,1,,13,12,,13,12,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,13,1,,13,1,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
,,,,,,,,,,,,,,,1,0,,24,12,,20,12,,,,,0,3,,,,,,
